@relation QSAR-Dataset-from-ChEMBL17-for-Drug-Target-with-ChEMBL_ID:CHEMBL240-weka.filters.unsupervised.attribute.Remove-R1

@attribute AMW numeric
@attribute C. numeric
@attribute H. numeric
@attribute Me numeric
@attribute Mi numeric
@attribute Mp numeric
@attribute Mv numeric
@attribute MW numeric
@attribute N. numeric
@attribute nAB numeric
@attribute nAT numeric
@attribute nB numeric
@attribute nBM numeric
@attribute nBO numeric
@attribute nBR numeric
@attribute nBT numeric
@attribute nC numeric
@attribute nCL numeric
@attribute nCsp numeric
@attribute nCsp2 numeric
@attribute nCsp3 numeric
@attribute nDB numeric
@attribute nF numeric
@attribute nH numeric
@attribute nHet numeric
@attribute nHM numeric
@attribute nI numeric
@attribute nN numeric
@attribute nO numeric
@attribute nP numeric
@attribute nS numeric
@attribute nSK numeric
@attribute nTB numeric
@attribute nX numeric
@attribute O. numeric
@attribute RBF numeric
@attribute RBN numeric
@attribute SCBO numeric
@attribute Se numeric
@attribute Si numeric
@attribute Sp numeric
@attribute Sv numeric
@attribute X. numeric
@attribute pXC50 numeric

@data
8.252, 37.9, 43.1, 1.022, 1.15, 0.661, 0.637, 478.6, 10.3, 15, 58, 0.0, 16, 37, 0.0, 62, 22, 0.0, 0.0, 11, 11, 1, 3, 25, 11, 1, 0.0, 6, 1, 0.0, 1, 33, 0.0, 3, 1.7, 0.097, 6, 45.5, 59.272, 66.706, 38.324, 36.975, 5.2, 4.301
8.076, 37.7, 44.3, 1.019, 1.15, 0.657, 0.631, 492.63, 9.8, 15, 61, 0.0, 16, 38, 0.0, 65, 23, 0.0, 0.0, 11, 12, 1, 3, 27, 11, 1, 0.0, 6, 1, 0.0, 1, 34, 0.0, 3, 1.6, 0.092, 6, 46.5, 62.156, 70.121, 40.086, 38.502, 4.9, 4.357
8.076, 37.7, 44.3, 1.019, 1.15, 0.657, 0.631, 492.63, 9.8, 15, 61, 0.0, 16, 38, 0.0, 65, 23, 0.0, 0.0, 11, 12, 1, 3, 27, 11, 1, 0.0, 6, 1, 0.0, 1, 34, 0.0, 3, 1.6, 0.092, 6, 46.5, 62.156, 70.121, 40.086, 38.502, 4.9, 4.569
8.413, 37.1, 41.9, 1.027, 1.152, 0.658, 0.641, 521.63, 11.3, 15, 62, 0.0, 17, 40, 0.0, 66, 23, 0.0, 0.0, 12, 11, 2, 3, 26, 13, 1, 0.0, 7, 2, 0.0, 1, 36, 0.0, 3, 3.2, 0.091, 6, 49.5, 63.701, 71.413, 40.784, 39.711, 4.8, 4.509
8.041, 36.9, 44.6, 1.021, 1.15, 0.651, 0.627, 522.66, 9.2, 15, 65, 0.0, 16, 40, 0.0, 69, 24, 0.0, 0.0, 11, 13, 1, 3, 29, 12, 1, 0.0, 6, 2, 0.0, 1, 36, 0.0, 3, 3.1, 0.116, 8, 48.5, 66.367, 74.745, 42.302, 40.743, 4.6, 4.301
7.917, 37.5, 45.3, 1.016, 1.149, 0.654, 0.625, 506.66, 9.4, 15, 64, 0.0, 16, 39, 0.0, 68, 24, 0.0, 0.0, 11, 13, 1, 3, 29, 11, 1, 0.0, 6, 1, 0.0, 1, 35, 0.0, 3, 1.6, 0.088, 6, 47.5, 65.039, 73.536, 41.847, 40.029, 4.7, 4.602
7.771, 37.3, 46.3, 1.014, 1.149, 0.651, 0.62, 520.69, 9, 15, 67, 0.0, 16, 40, 0.0, 71, 25, 0.0, 0.0, 11, 14, 1, 3, 31, 11, 1, 0.0, 6, 1, 0.0, 1, 36, 0.0, 3, 1.5, 0.099, 7, 48.5, 67.923, 76.951, 43.608, 41.555, 4.5, 4.638
7.639, 37.1, 47.1, 1.012, 1.148, 0.648, 0.615, 534.72, 8.6, 15, 70, 0.0, 16, 41, 0.0, 74, 26, 0.0, 0.0, 11, 15, 1, 3, 33, 11, 1, 0.0, 6, 1, 0.0, 1, 37, 0.0, 3, 1.4, 0.095, 7, 49.5, 70.807, 80.366, 45.37, 43.082, 4.3, 4.77
7.532, 36.9, 46.2, 1.016, 1.156, 0.634, 0.613, 489.61, 10.8, 15, 65, 0.0, 16, 39, 0.0, 69, 24, 0.0, 0.0, 11, 13, 1, 3, 30, 11, 0.0, 0.0, 7, 1, 0.0, 0.0, 35, 0.0, 3, 1.5, 0.087, 6, 47.5, 66.065, 75.114, 41.205, 39.863, 4.6, 7.301
7.868, 39.1, 43.8, 1.024, 1.149, 0.642, 0.629, 503.58, 7.8, 16, 64, 0.0, 17, 40, 0.0, 68, 25, 0.0, 0.0, 13, 12, 1, 3, 28, 11, 0.0, 0.0, 5, 3, 0.0, 0.0, 36, 0.0, 3, 4.7, 0.103, 7, 49, 65.516, 73.536, 41.103, 40.25, 4.7, 8.06
8.414, 38.6, 42.1, 1.026, 1.148, 0.663, 0.643, 479.58, 8.8, 15, 57, 0.0, 16, 37, 0.0, 61, 22, 0.0, 0.0, 11, 11, 1, 3, 24, 11, 1, 0.0, 5, 2, 0.0, 1, 33, 0.0, 3, 3.5, 0.098, 6, 45.5, 58.498, 65.417, 37.773, 36.668, 5.3, 7.796
8.414, 38.6, 42.1, 1.026, 1.148, 0.663, 0.643, 479.58, 8.8, 15, 57, 0.0, 16, 37, 0.0, 61, 22, 0.0, 0.0, 11, 11, 1, 3, 24, 11, 1, 0.0, 5, 2, 0.0, 1, 33, 0.0, 3, 3.5, 0.098, 6, 45.5, 58.498, 65.417, 37.773, 36.668, 5.3, 7.959
7.266, 37.2, 46.5, 1.003, 1.142, 0.647, 0.617, 312.42, 14, 12, 43, 0.0, 13, 25, 0.0, 45, 16, 0.0, 0.0, 11, 5, 1, 0.0, 20, 7, 0.0, 0.0, 6, 1, 0.0, 0.0, 23, 0.0, 0.0, 2.3, 0.111, 5, 32, 43.123, 49.106, 27.819, 26.531, 0.0, 6.3
7.266, 37.2, 46.5, 1.003, 1.142, 0.647, 0.617, 312.42, 14, 12, 43, 0.0, 13, 25, 0.0, 45, 16, 0.0, 0.0, 11, 5, 1, 0.0, 20, 7, 0.0, 0.0, 6, 1, 0.0, 0.0, 23, 0.0, 0.0, 2.3, 0.111, 5, 32, 43.123, 49.106, 27.819, 26.531, 0.0, 5.6
7.46, 37.5, 45, 1.006, 1.142, 0.651, 0.625, 298.39, 15, 12, 40, 0.0, 13, 24, 0.0, 42, 15, 0.0, 0.0, 11, 4, 1, 0.0, 18, 7, 0.0, 0.0, 6, 1, 0.0, 0.0, 22, 0.0, 0.0, 2.5, 0.119, 5, 31, 40.24, 45.69, 26.057, 25.004, 0.0, 5.8
6.949, 36.7, 49, 0.998, 1.142, 0.64, 0.604, 340.48, 12.2, 12, 49, 0.0, 13, 27, 0.0, 51, 18, 0.0, 0.0, 11, 7, 1, 0.0, 24, 7, 0.0, 0.0, 6, 1, 0.0, 0.0, 25, 0.0, 0.0, 2, 0.118, 6, 34, 48.891, 55.936, 31.341, 29.584, 0.0, 5.6
7.097, 37, 47.8, 1, 1.142, 0.643, 0.61, 326.45, 13, 12, 46, 0.0, 13, 26, 0.0, 48, 17, 0.0, 0.0, 11, 6, 1, 0.0, 22, 7, 0.0, 0.0, 6, 1, 0.0, 0.0, 24, 0.0, 0.0, 2.2, 0.125, 6, 33, 46.007, 52.521, 29.58, 28.058, 0.0, 6
7.097, 37, 47.8, 1, 1.142, 0.643, 0.61, 326.45, 13, 12, 46, 0.0, 13, 26, 0.0, 48, 17, 0.0, 0.0, 11, 6, 1, 0.0, 22, 7, 0.0, 0.0, 6, 1, 0.0, 0.0, 24, 0.0, 0.0, 2.2, 0.125, 6, 33, 46.007, 52.521, 29.58, 28.058, 0.0, 5.6
8.27, 37, 41.3, 1.034, 1.164, 0.639, 0.635, 380.42, 13, 12, 46, 0.0, 13, 29, 0.0, 48, 17, 0.0, 0.0, 11, 6, 1, 3, 19, 10, 0.0, 0.0, 6, 1, 0.0, 0.0, 27, 0.0, 3, 2.2, 0.083, 4, 36, 47.545, 53.54, 29.392, 29.208, 6.5, 6.1
6.949, 36.7, 49, 0.998, 1.142, 0.64, 0.604, 340.48, 12.2, 12, 49, 0.0, 13, 27, 0.0, 51, 18, 0.0, 0.0, 11, 7, 1, 0.0, 24, 7, 0.0, 0.0, 6, 1, 0.0, 0.0, 25, 0.0, 0.0, 2, 0.098, 5, 34, 48.891, 55.936, 31.341, 29.584, 0.0, 5.2
7.286, 36.2, 46.8, 1.007, 1.143, 0.639, 0.612, 342.45, 12.8, 12, 47, 0.0, 13, 27, 0.0, 49, 17, 0.0, 0.0, 11, 6, 1, 0.0, 22, 8, 0.0, 0.0, 6, 2, 0.0, 0.0, 25, 0.0, 0.0, 4.3, 0.102, 5, 34, 47.334, 53.73, 30.034, 28.772, 0.0, 5.4
7.286, 36.2, 46.8, 1.007, 1.143, 0.639, 0.612, 342.45, 12.8, 12, 47, 0.0, 13, 27, 0.0, 49, 17, 0.0, 0.0, 11, 6, 1, 0.0, 22, 8, 0.0, 0.0, 6, 2, 0.0, 0.0, 25, 0.0, 0.0, 4.3, 0.102, 5, 34, 47.334, 53.73, 30.034, 28.772, 0.0, 5.1
7.464, 36.4, 45.5, 1.01, 1.144, 0.643, 0.619, 328.42, 13.6, 12, 44, 0.0, 13, 26, 0.0, 46, 16, 0.0, 0.0, 11, 5, 1, 0.0, 20, 8, 0.0, 0.0, 6, 2, 0.0, 0.0, 24, 0.0, 0.0, 4.5, 0.109, 5, 33, 44.451, 50.315, 28.273, 27.246, 0.0, 5.4
7.683, 36.7, 44.9, 1.019, 1.155, 0.637, 0.619, 376.46, 12.2, 12, 49, 0.0, 13, 29, 0.0, 51, 18, 0.0, 0.0, 11, 7, 1, 2, 22, 9, 0.0, 0.0, 6, 1, 0.0, 0.0, 27, 0.0, 2, 2, 0.098, 5, 36, 49.916, 56.615, 31.216, 30.351, 4.1, 5.5
7.683, 36.7, 44.9, 1.019, 1.155, 0.637, 0.619, 376.46, 12.2, 12, 49, 0.0, 13, 29, 0.0, 51, 18, 0.0, 0.0, 11, 7, 1, 2, 22, 9, 0.0, 0.0, 6, 1, 0.0, 0.0, 27, 0.0, 2, 2, 0.098, 5, 36, 49.916, 56.615, 31.216, 30.351, 4.1, 5.1
6.949, 36.7, 49, 0.998, 1.142, 0.64, 0.604, 340.48, 12.2, 12, 49, 0.0, 13, 27, 0.0, 51, 18, 0.0, 0.0, 11, 7, 1, 0.0, 24, 7, 0.0, 0.0, 6, 1, 0.0, 0.0, 25, 0.0, 0.0, 2, 0.098, 5, 34, 48.891, 55.936, 31.341, 29.584, 0.0, 4.6
7.286, 36.2, 46.8, 1.007, 1.143, 0.639, 0.612, 342.45, 12.8, 12, 47, 0.0, 13, 27, 0.0, 49, 17, 0.0, 0.0, 11, 6, 1, 0.0, 22, 8, 0.0, 0.0, 6, 2, 0.0, 0.0, 25, 0.0, 0.0, 4.3, 0.102, 5, 34, 47.334, 53.73, 30.034, 28.772, 0.0, 4.7
7.468, 35.4, 45.8, 1.014, 1.145, 0.635, 0.614, 358.45, 12.5, 12, 48, 0.0, 13, 28, 0.0, 50, 17, 0.0, 0.0, 11, 6, 1, 0.0, 22, 9, 0.0, 0.0, 6, 3, 0.0, 0.0, 26, 0.0, 0.0, 6.3, 0.12, 6, 35, 48.662, 54.94, 30.489, 29.487, 0.0, 4.3
6.676, 39.7, 50.8, 0.991, 1.131, 0.644, 0.601, 420.61, 6.3, 12, 63, 0.0, 14, 34, 0.0, 66, 25, 0.0, 0.0, 13, 12, 2, 0.0, 32, 6, 0.0, 0.0, 4, 2, 0.0, 0.0, 31, 0.0, 0.0, 3.2, 0.106, 7, 42, 62.432, 71.225, 40.591, 37.89, 0.0, 5.5
6.62, 40.7, 50.8, 0.987, 1.129, 0.65, 0.604, 390.58, 6.8, 16, 59, 0.0, 17, 32, 0.0, 62, 24, 0.0, 0.0, 14, 10, 1, 0.0, 30, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 29, 0.0, 0.0, 1.7, 0.081, 5, 41, 58.221, 66.6, 38.375, 35.649, 0.0, 4.523
6.71, 41.7, 50, 0.987, 1.127, 0.656, 0.611, 402.59, 6.7, 16, 60, 0.0, 17, 34, 0.0, 64, 25, 0.0, 0.0, 14, 11, 1, 0.0, 30, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 30, 0.0, 0.0, 1.7, 0.078, 5, 43, 59.221, 67.6, 39.375, 36.649, 0.0, 4.523
6.76, 39.6, 50, 0.991, 1.132, 0.648, 0.606, 324.47, 8.3, 11, 48, 0.0, 12, 27, 0.0, 51, 19, 0.0, 0.0, 10, 9, 1, 0.0, 24, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 24, 0.0, 0.0, 2.1, 0.078, 4, 33.5, 47.571, 54.355, 31.091, 29.068, 0.0, 4.602
6.724, 41.1, 50, 0.988, 1.128, 0.654, 0.609, 376.55, 7.1, 16, 56, 0.0, 17, 31, 0.0, 59, 23, 0.0, 0.0, 14, 9, 1, 0.0, 28, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 28, 0.0, 0.0, 1.8, 0.068, 4, 40, 55.338, 63.185, 36.614, 34.122, 0.0, 4.347
6.817, 42.1, 49.1, 0.988, 1.126, 0.66, 0.616, 388.56, 7, 16, 57, 0.0, 17, 33, 0.0, 61, 24, 0.0, 0.0, 14, 10, 1, 0.0, 28, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 29, 0.0, 0.0, 1.8, 0.066, 4, 42, 56.338, 64.185, 37.614, 35.122, 0.0, 4.523
6.71, 41.7, 50, 0.987, 1.127, 0.656, 0.611, 402.59, 6.7, 16, 60, 0.0, 17, 34, 0.0, 64, 25, 0.0, 0.0, 14, 11, 1, 0.0, 30, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 30, 0.0, 0.0, 1.7, 0.063, 4, 43, 59.221, 67.6, 39.375, 36.649, 0.0, 5.638
6.613, 41.3, 50.8, 0.986, 1.127, 0.653, 0.606, 416.62, 6.3, 16, 63, 0.0, 17, 35, 0.0, 67, 26, 0.0, 0.0, 14, 12, 1, 0.0, 32, 5, 0.0, 0.0, 4, 1, 0.0, 0.0, 31, 0.0, 0.0, 1.6, 0.06, 4, 44, 62.105, 71.015, 41.137, 38.176, 0.0, 5.553
7.059, 40, 48.3, 1.002, 1.129, 0.646, 0.613, 423.56, 5, 12, 60, 0.0, 14, 33, 0.0, 62, 24, 0.0, 1, 13, 10, 1, 0.0, 29, 7, 0.0, 0.0, 3, 4, 0.0, 0.0, 31, 1, 0.0, 6.7, 0.129, 8, 42, 60.101, 67.73, 38.733, 36.772, 0.0, 6.036
7.059, 40, 48.3, 1.002, 1.129, 0.646, 0.613, 423.56, 5, 12, 60, 0.0, 14, 33, 0.0, 62, 24, 0.0, 1, 13, 10, 1, 0.0, 29, 7, 0.0, 0.0, 3, 4, 0.0, 0.0, 31, 1, 0.0, 6.7, 0.129, 8, 42, 60.101, 67.73, 38.733, 36.772, 0.0, 5.824
7.059, 40, 48.3, 1.002, 1.129, 0.646, 0.613, 423.56, 5, 12, 60, 0.0, 14, 33, 0.0, 62, 24, 0.0, 1, 13, 10, 1, 0.0, 29, 7, 0.0, 0.0, 3, 4, 0.0, 0.0, 31, 1, 0.0, 6.7, 0.129, 8, 42, 60.101, 67.73, 38.733, 36.772, 0.0, 5.493
7.823, 40.7, 44.1, 1.022, 1.145, 0.646, 0.631, 461.53, 5.1, 12, 59, 0.0, 14, 35, 0.0, 61, 24, 0.0, 1, 13, 10, 1, 3, 26, 9, 0.0, 0.0, 3, 3, 0.0, 0.0, 33, 1, 3, 5.1, 0.115, 7, 44, 60.312, 67.54, 38.091, 37.207, 5.1, 5.322
6.995, 41.2, 48.5, 0.998, 1.126, 0.651, 0.615, 475.64, 4.4, 12, 68, 0.0, 15, 38, 0.0, 71, 28, 0.0, 1, 15, 12, 2, 0.0, 33, 7, 0.0, 0.0, 3, 4, 0.0, 0.0, 35, 1, 0.0, 5.9, 0.099, 7, 48, 67.869, 76.561, 44.256, 41.825, 0.0, 5.325
6.908, 40.7, 49.2, 0.996, 1.127, 0.649, 0.611, 407.56, 5.1, 12, 59, 0.0, 14, 32, 0.0, 61, 24, 0.0, 1, 13, 10, 1, 0.0, 29, 6, 0.0, 0.0, 3, 3, 0.0, 0.0, 30, 1, 0.0, 5.1, 0.131, 8, 41, 58.774, 66.521, 38.279, 36.057, 0.0, 5.804
8.164, 43.1, 45.1, 1, 1.121, 0.697, 0.652, 416.38, 5.9, 12, 51, 0.0, 14, 30, 0.0, 53, 22, 2, 1, 13, 8, 1, 0.0, 23, 6, 2, 0.0, 3, 1, 0.0, 0.0, 28, 1, 2, 2, 0.113, 6, 39, 51, 57.16, 35.563, 33.229, 3.9, 6.444
7.024, 38.5, 49.2, 1.006, 1.13, 0.633, 0.604, 456.59, 3.1, 12, 65, 0.0, 14, 35, 0.0, 67, 25, 0.0, 0.0, 14, 11, 2, 0.0, 32, 8, 0.0, 0.0, 2, 6, 0.0, 0.0, 33, 0.0, 0.0, 9.2, 0.149, 10, 43, 65.421, 73.481, 41.159, 39.234, 0.0, 5.721
7.024, 38.5, 49.2, 1.006, 1.13, 0.633, 0.604, 456.59, 3.1, 12, 65, 0.0, 14, 35, 0.0, 67, 25, 0.0, 0.0, 14, 11, 2, 0.0, 32, 8, 0.0, 0.0, 2, 6, 0.0, 0.0, 33, 0.0, 0.0, 9.2, 0.149, 10, 43, 65.421, 73.481, 41.159, 39.234, 0.0, 6.509
7.024, 38.5, 49.2, 1.006, 1.13, 0.633, 0.604, 456.59, 3.1, 12, 65, 0.0, 14, 35, 0.0, 67, 25, 0.0, 0.0, 14, 11, 2, 0.0, 32, 8, 0.0, 0.0, 2, 6, 0.0, 0.0, 33, 0.0, 0.0, 9.2, 0.149, 10, 43, 65.421, 73.481, 41.159, 39.234, 0.0, 6.319
7.727, 39.1, 45.3, 1.026, 1.145, 0.633, 0.62, 494.56, 3.1, 12, 64, 0.0, 14, 37, 0.0, 66, 25, 0.0, 0.0, 14, 11, 2, 3, 29, 10, 0.0, 0.0, 2, 5, 0.0, 0.0, 35, 0.0, 3, 7.8, 0.136, 9, 45, 65.632, 73.291, 40.517, 39.669, 4.7, 5.303
7.727, 39.1, 45.3, 1.026, 1.145, 0.633, 0.62, 494.56, 3.1, 12, 64, 0.0, 14, 37, 0.0, 66, 25, 0.0, 0.0, 14, 11, 2, 3, 29, 10, 0.0, 0.0, 2, 5, 0.0, 0.0, 35, 0.0, 3, 7.8, 0.136, 9, 45, 65.632, 73.291, 40.517, 39.669, 4.7, 5.553
7.727, 39.1, 45.3, 1.026, 1.145, 0.633, 0.62, 494.56, 3.1, 12, 64, 0.0, 14, 37, 0.0, 66, 25, 0.0, 0.0, 14, 11, 2, 3, 29, 10, 0.0, 0.0, 2, 5, 0.0, 0.0, 35, 0.0, 3, 7.8, 0.136, 9, 45, 65.632, 73.291, 40.517, 39.669, 4.7, 5.629
6.968, 39.7, 49.3, 1.003, 1.128, 0.639, 0.607, 508.67, 2.7, 12, 73, 0.0, 15, 40, 0.0, 76, 29, 0.0, 0.0, 16, 13, 3, 0.0, 36, 8, 0.0, 0.0, 2, 6, 0.0, 0.0, 37, 0.0, 0.0, 8.2, 0.118, 9, 49, 73.189, 82.311, 46.682, 44.287, 0.0, 5.889
7.663, 42.9, 42.9, 1.005, 1.127, 0.674, 0.648, 375.47, 10.2, 17, 49, 0.0, 18, 31, 0.0, 52, 21, 0.0, 1, 13, 7, 0.0, 0.0, 21, 7, 0.0, 0.0, 5, 2, 0.0, 0.0, 28, 1, 0.0, 4.1, 0.077, 4, 41.5, 49.232, 55.232, 33.029, 31.751, 0.0, 5.5
7.308, 40.3, 46.3, 1.005, 1.13, 0.653, 0.624, 489.63, 7.5, 17, 67, 0.0, 19, 39, 0.0, 70, 27, 0.0, 1, 15, 11, 1, 0.0, 31, 9, 0.0, 0.0, 5, 4, 0.0, 0.0, 36, 1, 0.0, 6, 0.114, 8, 50.5, 67.305, 75.727, 43.745, 41.815, 0.0, 5
7.354, 41, 45.9, 1.005, 1.128, 0.655, 0.627, 448.57, 6.6, 17, 61, 0.0, 18, 36, 0.0, 64, 25, 0.0, 1, 14, 10, 0.0, 0.0, 28, 8, 0.0, 0.0, 4, 4, 0.0, 0.0, 33, 1, 0.0, 6.6, 0.109, 7, 46.5, 61.32, 68.813, 39.978, 38.266, 0.0, 4.75
7.636, 40.7, 44.1, 1.013, 1.129, 0.655, 0.635, 450.54, 6.8, 17, 59, 0.0, 18, 36, 0.0, 62, 24, 0.0, 1, 14, 9, 0.0, 0.0, 26, 9, 0.0, 0.0, 4, 5, 0.0, 0.0, 33, 1, 0.0, 8.5, 0.113, 7, 46.5, 59.763, 66.607, 38.671, 37.454, 0.0, 5.17
7.493, 40, 45, 1.009, 1.132, 0.654, 0.629, 449.56, 8.3, 17, 60, 0.0, 18, 36, 0.0, 63, 24, 0.0, 1, 13, 10, 0.0, 0.0, 27, 9, 0.0, 0.0, 5, 4, 0.0, 0.0, 33, 1, 0.0, 6.7, 0.111, 7, 46.5, 60.538, 67.896, 39.222, 37.761, 0.0, 4.9
7.492, 41.4, 44.8, 1.008, 1.128, 0.659, 0.633, 434.54, 6.9, 17, 58, 0.0, 18, 35, 0.0, 61, 24, 0.0, 1, 14, 9, 0.0, 0.0, 26, 8, 0.0, 0.0, 4, 4, 0.0, 0.0, 32, 1, 0.0, 6.9, 0.115, 7, 45.5, 58.436, 65.398, 38.216, 36.74, 0.0, 4.7
7.354, 41, 45.9, 1.005, 1.128, 0.655, 0.627, 448.57, 6.6, 17, 61, 0.0, 18, 36, 0.0, 64, 25, 0.0, 1, 14, 10, 0.0, 0.0, 28, 8, 0.0, 0.0, 4, 4, 0.0, 0.0, 33, 1, 0.0, 6.6, 0.109, 7, 46.5, 61.32, 68.813, 39.978, 38.266, 0.0, 4.89
8.165, 40.4, 45.6, 1.011, 1.125, 0.674, 0.639, 465.41, 3.5, 12, 57, 0.0, 14, 33, 0.0, 59, 23, 2, 0.0, 14, 9, 2, 0.0, 26, 8, 2, 0.0, 2, 4, 0.0, 0.0, 31, 0.0, 2, 7, 0.136, 8, 41, 57.647, 64.12, 38.443, 36.405, 3.5, 6.796
8.165, 40.4, 45.6, 1.011, 1.125, 0.674, 0.639, 465.41, 3.5, 12, 57, 0.0, 14, 33, 0.0, 59, 23, 2, 0.0, 14, 9, 2, 0.0, 26, 8, 2, 0.0, 2, 4, 0.0, 0.0, 31, 0.0, 2, 7, 0.136, 8, 41, 57.647, 64.12, 38.443, 36.405, 3.5, 6.444
8.165, 40.4, 45.6, 1.011, 1.125, 0.674, 0.639, 465.41, 3.5, 12, 57, 0.0, 14, 33, 0.0, 59, 23, 2, 0.0, 14, 9, 2, 0.0, 26, 8, 2, 0.0, 2, 4, 0.0, 0.0, 31, 0.0, 2, 7, 0.136, 8, 41, 57.647, 64.12, 38.443, 36.405, 3.5, 6.886
8.989, 41.1, 41.1, 1.033, 1.142, 0.675, 0.658, 503.38, 3.6, 12, 56, 0.0, 14, 35, 0.0, 58, 23, 2, 0.0, 14, 9, 2, 3, 23, 10, 2, 0.0, 2, 3, 0.0, 0.0, 33, 0.0, 5, 5.4, 0.121, 7, 43, 57.858, 63.93, 37.801, 36.84, 8.9, 6.337
8.989, 41.1, 41.1, 1.033, 1.142, 0.675, 0.658, 503.38, 3.6, 12, 56, 0.0, 14, 35, 0.0, 58, 23, 2, 0.0, 14, 9, 2, 3, 23, 10, 2, 0.0, 2, 3, 0.0, 0.0, 33, 0.0, 5, 5.4, 0.121, 7, 43, 57.858, 63.93, 37.801, 36.84, 8.9, 6.051
8.989, 41.1, 41.1, 1.033, 1.142, 0.675, 0.658, 503.38, 3.6, 12, 56, 0.0, 14, 35, 0.0, 58, 23, 2, 0.0, 14, 9, 2, 3, 23, 10, 2, 0.0, 2, 3, 0.0, 0.0, 33, 0.0, 5, 5.4, 0.121, 7, 43, 57.858, 63.93, 37.801, 36.84, 8.9, 6.538
7.961, 41.5, 46.2, 1.006, 1.122, 0.676, 0.638, 517.49, 3.1, 12, 65, 0.0, 15, 38, 0.0, 68, 27, 2, 0.0, 16, 11, 3, 0.0, 30, 8, 2, 0.0, 2, 4, 0.0, 0.0, 35, 0.0, 2, 6.2, 0.103, 7, 47, 65.414, 72.95, 43.966, 41.459, 3.1, 4.859
6.841, 40.8, 49.3, 0.992, 1.129, 0.653, 0.612, 485.69, 7, 17, 71, 0.0, 19, 39, 0.0, 74, 29, 0.0, 1, 16, 12, 1, 0.0, 35, 7, 0.0, 0.0, 5, 2, 0.0, 0.0, 36, 1, 0.0, 2.8, 0.122, 9, 50.5, 70.418, 80.138, 46.358, 43.439, 0.0, 6.036
6.841, 40.8, 49.3, 0.992, 1.129, 0.653, 0.612, 485.69, 7, 17, 71, 0.0, 19, 39, 0.0, 74, 29, 0.0, 1, 16, 12, 1, 0.0, 35, 7, 0.0, 0.0, 5, 2, 0.0, 0.0, 36, 1, 0.0, 2.8, 0.122, 9, 50.5, 70.418, 80.138, 46.358, 43.439, 0.0, 5.824
6.841, 40.8, 49.3, 0.992, 1.129, 0.653, 0.612, 485.69, 7, 17, 71, 0.0, 19, 39, 0.0, 74, 29, 0.0, 1, 16, 12, 1, 0.0, 35, 7, 0.0, 0.0, 5, 2, 0.0, 0.0, 36, 1, 0.0, 2.8, 0.122, 9, 50.5, 70.418, 80.138, 46.358, 43.439, 0.0, 5.493
7.481, 41.4, 45.7, 1.009, 1.142, 0.653, 0.627, 523.66, 7.1, 17, 70, 0.0, 19, 41, 0.0, 73, 29, 0.0, 1, 16, 12, 1, 3, 32, 9, 0.0, 0.0, 5, 1, 0.0, 0.0, 38, 1, 3, 1.4, 0.11, 8, 52.5, 70.628, 79.948, 45.716, 43.874, 4.3, 5.322
6.807, 41.8, 49.4, 0.99, 1.126, 0.657, 0.614, 537.77, 6.3, 17, 79, 0.0, 20, 44, 0.0, 83, 33, 0.0, 1, 18, 14, 2, 0.0, 39, 7, 0.0, 0.0, 5, 2, 0.0, 0.0, 40, 1, 0.0, 2.5, 0.096, 8, 56.5, 78.185, 88.969, 51.881, 48.492, 0.0, 5.325
6.71, 41.4, 50, 0.987, 1.128, 0.656, 0.61, 469.69, 7.1, 17, 70, 0.0, 19, 38, 0.0, 73, 29, 0.0, 1, 16, 12, 1, 0.0, 35, 6, 0.0, 0.0, 5, 1, 0.0, 0.0, 35, 1, 0.0, 1.4, 0.123, 9, 49.5, 69.09, 78.929, 45.904, 42.724, 0.0, 5.804
7.878, 39.3, 44.3, 1.029, 1.146, 0.635, 0.625, 480.53, 3.3, 12, 61, 0.0, 14, 36, 0.0, 63, 24, 0.0, 0.0, 14, 10, 2, 3, 27, 10, 0.0, 0.0, 2, 5, 0.0, 0.0, 34, 0.0, 3, 8.2, 0.127, 8, 44, 62.749, 69.876, 38.756, 38.142, 4.9, 4.918
8.148, 36.5, 48.1, 0.998, 1.12, 0.697, 0.632, 423.68, 5.8, 11, 52, 0.0, 13, 30, 0.0, 55, 19, 0.0, 0.0, 9, 10, 2, 0.0, 25, 8, 3, 0.0, 3, 2, 0.0, 3, 27, 0.0, 0.0, 3.8, 0.091, 5, 37.5, 51.909, 58.241, 36.245, 32.85, 0.0, 5
7.744, 41.2, 45.1, 0.998, 1.131, 0.681, 0.641, 394.95, 11.8, 17, 51, 0.0, 17, 32, 0.0, 55, 21, 1, 0.0, 13, 8, 0.0, 0.0, 23, 7, 1, 0.0, 6, 0.0, 0.0, 0.0, 28, 0.0, 1, 0.0, 0.036, 2, 40.5, 50.887, 57.671, 34.745, 32.697, 2, 4.747
